AAPT1 LOC108807389
LOC103865482 LOC108830632
LOC103865483 LOC108851484
LOC103865484 LOC108855258
LOC103865485 LOC108855619
LOC103865486 LOC108853936
LOC103865487 LOC108853935
LOC103865488 LOC108823866
LOC103865491 LOC108853934
LOC103865492 LOC108853938
LOC103865494 LOC108852553
LOC103865496 LOC108848269
LOC103865497 LOC108854534
LOC103865501 LOC108854482
LOC103865503 LOC108854484
LOC103865504 LOC108823609
LOC103865505 LOC108854485
LOC103865506 LOC108850957
LOC103865507 LOC108849196
LOC103865508 LOC108848639
LOC103865509 LOC108848640
LOC103865510 LOC108852683
LOC103865511 LOC108852194
LOC103865512 LOC108852379
LOC103865514 LOC108827185
LOC103865515 LOC108851881
LOC103865517 LOC108852781
LOC103865518 LOC108848625
LOC103865519 LOC108840747
LOC103865520 LOC108852845
LOC103865521 LOC108855560
LOC103865522 LOC108855559
LOC103865526 LOC108849860
LOC103865527 LOC108824316
LOC103865528 LOC108848235
LOC103865529 LOC108854019
LOC103865530 LOC108852362
LOC103865533 LOC108855111
LOC103865534 LOC108855112
LOC103865535 LOC108828701
LOC103865537 LOC108850974
LOC103865539 LOC108854779
LOC103865544 LOC108835714
LOC103865545 LOC108848396
LOC103865546 LOC108849804
LOC103865547 LOC108850970
LOC103865551 LOC108854422
LOC103865552 LOC108855429
LOC103865553 LOC108853320
LOC103865555 LOC108851884
LOC103865556 LOC108855414
LOC103865557 LOC108852109
LOC103865558 LOC108854439
LOC103865559 LOC108854438
LOC103865560 LOC108827112
LOC103865561 LOC108855471
LOC103865562 LOC108848968
LOC103865563 LOC108848669
LOC103865564 LOC108855363
LOC103865566 LOC108849218
LOC103865567 LOC108854524
LOC103865568 LOC108849482
LOC103865569 LOC108827111
LOC103865570 LOC108853261
LOC103865571 LOC108848995
LOC103865572 LOC108829901
LOC103865573 LOC108829905
LOC103865574 LOC108855076
LOC103865576 LOC108852302
LOC103865577 LOC108848428
LOC103865578 LOC108849562
LOC103865579 LOC108848372
LOC103865580 LOC108848919
LOC103865581 LOC108853530
LOC103865583 LOC108848814
LOC103865584 LOC108848675
LOC103865585 LOC108849074
LOC103865587 LOC108855366
LOC103865588 LOC108849157
LOC103865590 LOC108827110
LOC103865591 LOC108849671
LOC103865592 LOC108849150
LOC103865593 LOC108851735
LOC103865594 LOC108852368
LOC103865595 LOC108854398
LOC103865597 LOC108854395
LOC103865598 LOC108836462
LOC103865599 LOC108850982
LOC103865600 LOC108853527
LOC103865601 LOC108832749
LOC103865602 LOC108852031
LOC103865603 LOC108855028
LOC103865604 LOC108855029
LOC103865605 LOC108854977
LOC103865606 LOC108852015
LOC103865608 LOC108811506
LOC103865610 LOC108853731
LOC103865611 LOC108842107
LOC103865618 LOC108830249
LOC103865619 LOC108830253
LOC103865620 LOC108830248
LOC103865621 LOC108830247
LOC103865623 LOC108826864
LOC103865624 LOC108830244
LOC103865625 LOC108830245
LOC103865627 LOC108830256
LOC103865628 LOC108830254
LOC103865631 LOC108825656
LOC103865632 LOC108852765
LOC103865633 LOC108851752
LOC103865634 LOC108831910
LOC103865635 LOC108848779
LOC103865636 LOC108855357
LOC103865637 LOC108853337
LOC103865638 LOC108852193
LOC103865639 LOC108849717
LOC103865640 LOC108825598
LOC103865641 LOC108853791
LOC103865642 LOC108853798
LOC103865644 LOC108854330
LOC103865646 LOC108854331
LOC103865647 LOC108853770
LOC103865648 LOC108849061
LOC103865650 LOC108825950
LOC103865652 LOC108848819
LOC103865653 LOC108855681
LOC103865654 LOC108855060
LOC103865655 LOC108855059
LOC103865656 LOC108855420
LOC103865657 LOC108855419
LOC103865658 LOC108853893
LOC103865659 LOC108855740
LOC103865660 LOC108848311
LOC103865661 LOC108851756
LOC103865662 LOC108848537
LOC103865664 LOC108855022
LOC103865666 LOC108855023
LOC103865667 LOC108854338
LOC103865669 LOC108854337
LOC103865670 LOC108855748
LOC103865672 LOC108825706
LOC103865673 LOC108853652
LOC103865674 LOC108853879
LOC103865675 LOC108849517
LOC103865677 LOC108854631
LOC103865678 LOC108854630
LOC103865679 LOC108855456
LOC103865680 LOC108824422
LOC103865681 LOC108855457
LOC103865682 LOC108849261
LOC103865683 LOC108849262
LOC103865684 LOC108849470
LOC103865685 LOC108853220
LOC103865686 LOC108851576
LOC103865687 LOC108851561
LOC103865688 LOC108850999
LOC103865689 LOC108855615
LOC103865692 LOC108848615
LOC103865693 LOC108853056
LOC103865695 LOC108852709
LOC103865696 LOC108854856
LOC103865697 LOC108855520
LOC103865698 LOC108851001
LOC103865699 LOC108855521
LOC103865702 LOC108842106
LOC103865703 LOC108849390
LOC103865704 LOC108849391
LOC103865706 LOC108849798
LOC103865707 LOC108848789
LOC103865711 LOC108854561
LOC103865712 LOC108852848
LOC103865714 LOC108855103
LOC103865715 LOC108855102
LOC103865716 LOC108855100
LOC103865717 LOC108828410
LOC103865720 LOC108852452
LOC103865722 LOC108855824
LOC103865723 LOC108848293
LOC103865726 LOC108852471
LOC103865727 LOC108849870
LOC103865728 LOC108849869
LOC103865729 LOC108851768
LOC103865730 LOC108855689
LOC103865731 LOC108854088
LOC103865732 LOC108854090
LOC103865733 LOC108823901
LOC103865734 LOC108854089
LOC103865735 LOC108848280
LOC103865736 LOC108832431
LOC103865737 LOC108849639
LOC103865739 LOC108851760
LOC103865741 LOC108854577
LOC103865743 LOC108854579
LOC103865744 LOC108823468
LOC103865748 LOC108854807
LOC103865749 LOC108852979
LOC103865751 LOC108848315
LOC103865752 LOC108848785
LOC103865753 LOC108826686
LOC103865754 LOC108811795
LOC103865756 LOC108849146
LOC103865757 LOC108849289
LOC103865758 LOC108849183
LOC103865761 LOC108823400
LOC103865764 LOC108851354
LOC103865765 LOC108848648
LOC103865766 LOC108849147
LOC103865767 LOC108852527
LOC103865771 LOC108835989
LOC103865772 LOC108835988
LOC103865773 LOC108848834
LOC103865774 LOC108852660
LOC103865775 LOC108848964
LOC103865777 LOC108849020
LOC103865779 LOC108851873
LOC103865781 LOC108853605
LOC103865782 LOC108855369
LOC103865783 LOC108848417
LOC103865787 LOC108852324
LOC103865788 LOC108849202
LOC103865789 LOC108849491
LOC103865790 LOC108852554
LOC103865791 LOC108833298
LOC103865792 LOC108836137
LOC103865793 LOC108848426
LOC103865795 LOC108855221
LOC103865796 LOC108851013
LOC103865798 LOC108842110
LOC103865800 LOC108855442
LOC103865802 LOC108833296
LOC103865804 LOC108853861
LOC103865806 LOC108849872
LOC103865809 LOC108838535
LOC103865810 LOC108849658
LOC103865811 LOC108825962
LOC103865812 LOC108832158
LOC103865813 LOC108832164
LOC103865815 LOC108832162
LOC103865816 LOC108832165
LOC103865817 LOC108852013
LOC103865818 LOC108851025
LOC103865819 LOC108851581
LOC103865820 LOC108839322
LOC103865822 LOC108855628
LOC103865823 LOC108855627
LOC103865824 LOC108851847
LOC103865826 LOC108852323
LOC103865827 LOC108855239
LOC103865828 LOC108855240
LOC103865829 LOC108853030
LOC103865830 LOC108849071
LOC103865831 LOC108823836
LOC103865833 LOC108855925
LOC103865835 LOC108855176
LOC103865836 LOC108855177
LOC103865837 LOC108840529
LOC103865842 LOC108823405
LOC103865844 LOC108848347
LOC103865845 LOC108848346
LOC103865847 LOC108848402
LOC103865848 LOC108848401
LOC103865849 LOC108849683
LOC103865850 LOC108848947
LOC103865851 LOC108855147
LOC103865852 LOC108828609
LOC103865853 LOC108854833
LOC103865854 LOC108854834
LOC103865855 LOC108853260
LOC103865856 LOC108855567
LOC103865857 LOC108855566
LOC103865858 LOC108848682
LOC103865859 LOC108849346
LOC103865860 LOC108852328
LOC103865861 LOC108854417
LOC103865862 LOC108854416
LOC103865863 LOC108849657
LOC103865864 LOC108848511
LOC103865865 LOC108828590
LOC103865866 LOC108808378
LOC103865867 LOC108854286
LOC103865868 LOC108852455
LOC103865869 LOC108853042
LOC103865870 LOC108848966
LOC103865872 LOC108851912
LOC103865874 LOC108852110
LOC103865875 LOC108852697
LOC103865877 LOC108853726
LOC103865879 LOC108853457
LOC103865880 LOC108848232
LOC103865882 LOC108848918
LOC103865883 LOC108848361
LOC103865884 LOC108848300
LOC103865885 LOC108855524
LOC103865886 LOC108848931
LOC103865888 LOC108851905
LOC103865889 LOC108849127
LOC103865890 LOC108849518
LOC103865891 LOC108849519
LOC103865892 LOC108854688
LOC103865893 LOC108836312
LOC103865894 LOC108855515
LOC103865896 LOC108853395
LOC103865897 LOC108842109
LOC103865898 LOC108849776
LOC103865900 LOC108852943
LOC103865902 LOC108853961
LOC103865903 LOC108840079
LOC103865904 LOC108853960
LOC103865905 LOC108854810
LOC103865907 LOC108854808
LOC103865908 LOC108852973
LOC103865910 LOC108843194
LOC103865914 LOC108855074
LOC103865915 LOC108855346
LOC103865918 LOC108849830
LOC103865919 LOC108849828
LOC103865921 LOC108820499
LOC103865923 LOC108855063
LOC103865924 LOC108855062
LOC103865925 LOC108848671
LOC103865926 LOC108851646
LOC103865928 LOC108849596
LOC103865929 LOC108820520
LOC103865930 LOC108849595
LOC103865931 LOC108851770
LOC103865932 LOC108853609
LOC103865933 LOC108852461
LOC103865936 LOC108851319
LOC103865937 LOC108848593
LOC103865938 LOC108849786
LOC103865940 LOC108840732
LOC103865941 LOC108854894
LOC103865942 LOC108854896
LOC103865945 LOC108854897
LOC103865946 LOC108853190
LOC103865947 LOC108852538
LOC103865948 LOC108853836
LOC103865949 LOC108812429
LOC103865950 LOC108853837
LOC103865951 LOC108853831
LOC103865952 LOC108853827
LOC103865954 LOC108853830
LOC103865955 LOC108853439
LOC103865956 LOC108849564
LOC103865958 LOC108854419
LOC103865960 LOC108848471
LOC103865961 LOC108855215
LOC103865962 LOC108855015
LOC103865963 LOC108855016
LOC103865966 LOC108851465
LOC103865967 LOC108854344
LOC103865968 LOC108819811
LOC103865969 LOC108854349
LOC103865970 LOC108854345
LOC103865971 LOC108854351
LOC103865974 LOC108853583
LOC103865975 LOC108849124
LOC103865976 LOC108805847
LOC103865978 LOC108853233
LOC103865980 LOC108828850
LOC103865983 LOC108853373
LOC103865988 LOC108851865
LOC103865989 LOC108842855
LOC103865990 LOC108819842
LOC103865993 LOC108835077
LOC103866000 LOC108850993
LOC103866006 LOC108843474
LOC103866016 LOC108852626
LOC103866021 LOC108851012
LOC103866022 LOC108840363
LOC103866024 LOC108855630
LOC103866025 LOC108849795
LOC103866029 LOC108851047
LOC103866030 LOC108843269
LOC103866031 LOC108849290
LOC103866032 LOC108851955
LOC103866033 LOC108852280
LOC103866035 LOC108855756
LOC103866037 LOC108848935
LOC103866038 LOC108851920
LOC103866039 LOC108849397
LOC103866046 LOC108843271
LOC103866048 LOC108849516
LOC103866050 LOC108812116
LOC103866051 LOC108855926
LOC103866052 LOC108848875
LOC103866053 LOC108849015
LOC103866054 LOC108855780
LOC103866055 LOC108841118
LOC103866061 LOC108851783
LOC103866064 LOC108855743
LOC103866065 LOC108852320
LOC103866066 LOC108839502
LOC103866067 LOC108855883
LOC103866069 LOC108853137
LOC103866071 LOC108849486
LOC103866072 LOC108851716
LOC103866074 LOC108851058
LOC103866075 LOC108848479
LOC103866076 LOC108842853
LOC103866077 LOC108843543
LOC103866080 LOC108854078
LOC103866081 LOC108810170
LOC103866082 LOC108854076
LOC103866083 LOC108854077
LOC103866084 LOC108854080
LOC103866085 LOC108854072
LOC103866086 LOC108854081
LOC103866087 LOC108843541
LOC103866088 LOC108851940
LOC103866089 LOC108854074
LOC103866090 LOC108844744
LOC103866094 LOC108848276
LOC103866095 LOC108848274
LOC103866097 LOC108853576
LOC103866098 LOC108828090
LOC103866099 LOC108851061
LOC103866100 LOC108855031
LOC103866101 LOC108855030
LOC103866103 LOC108855348
LOC103866104 LOC108854213
LOC103866105 LOC108854215
LOC103866106 LOC108854214
LOC103866107 LOC108854220
LOC103866109 LOC108824869
LOC103866111 LOC108851066
LOC103866112 LOC108853432
LOC103866113 LOC108849048
LOC103866114 LOC108849046
LOC103866115 LOC108852258
LOC103866116 LOC108848940
LOC103866117 LOC108849847
LOC103866118 LOC108854864
LOC103866119 LOC108854863
LOC103866120 LOC108840054
LOC103866123 LOC108852248
LOC103866124 LOC108848677
LOC103866125 LOC108853890
LOC103866126 LOC108853891
LOC103866128 LOC108855214
LOC103866129 LOC108855213
LOC103866131 LOC108853620
LOC103866132 LOC108848440
LOC103866133 LOC108848439
LOC103866134 LOC108854819
LOC103866135 LOC108854820
LOC103866136 LOC108842487
LOC103866138 LOC108854815
LOC103866139 LOC108854814
LOC103866140 LOC108851918
LOC103866141 LOC108851762
LOC103866142 LOC108849340
LOC103866143 LOC108855862
LOC103866144 LOC108842486
LOC103866145 LOC108848872
LOC103866146 LOC108853413
LOC103866147 LOC108852501
LOC103866148 LOC108851069
LOC103866149 LOC108849377
LOC103866151 LOC108854385
LOC103866152 LOC108854384
LOC103866154 LOC108854382
LOC103866158 LOC108854211
LOC103866159 LOC108855349
LOC103866160 LOC108849621
LOC103866165 LOC108851057
LOC103866177 LOC108854381
LOC103866178 LOC108840759
LOC103866179 LOC108851397
LOC103866180 LOC108853589
LOC103866181 LOC108836949
LOC103866183 LOC108851488
LOC103866184 LOC108855893
LOC103866185 LOC108851072
LOC103866186 LOC108852091
LOC103866188 LOC108837006
LOC103866191 LOC108837007
LOC103866192 LOC108853098
LOC103866193 LOC108837633
LOC103866194 LOC108849010
LOC103866195 LOC108852831
LOC103866196 LOC108851745
LOC103866197 LOC108849085
LOC103866198 LOC108851074
LOC103866199 LOC108854750
LOC103866202 LOC108854751
LOC103866203 LOC108848310
LOC103866204 LOC108852852
LOC103866205 LOC108852054
LOC103866206 LOC108849070
LOC103866208 LOC108852512
LOC103866209 LOC108835076
LOC103866210 LOC108855482
LOC103866211 LOC108855483
LOC103866213 LOC108849544
LOC103866214 LOC108849543
LOC103866215 LOC108849758
LOC103866217 LOC108851474
LOC103866218 LOC108855719
LOC103866219 LOC108849510
LOC103866220 LOC108848969
LOC103866222 LOC108848342
LOC103866223 LOC108854877
LOC103866224 LOC108849835
LOC103866225 LOC108843449
LOC103866226 LOC108855410
LOC103866228 LOC108855682
LOC103866229 LOC108851628
LOC103866231 LOC108813045
LOC103866232 LOC108849751
LOC103866233 LOC108853212
LOC103866235 LOC108851861
LOC103866236 LOC108843451
LOC103866238 LOC108850059
LOC103866239 LOC108850058
LOC103866240 LOC108850039
LOC103866241 LOC108850040
LOC103866242 LOC108849164
LOC103866243 LOC108849163
LOC103866244 LOC108808989
LOC103866246 LOC108849735
LOC103866247 LOC108841297
LOC103866248 LOC108850045
LOC103866250 LOC108850046
LOC103866251 LOC108850048
LOC103866253 LOC108850049
LOC103866254 LOC108850050
LOC103866255 LOC108843540
LOC103866256 LOC108849580
LOC103866258 LOC108849579
LOC103866259 LOC108850053
LOC103866260 LOC108843539
LOC103866261 LOC108850057
LOC103866262 LOC108850056
LOC103866263 LOC108850055
LOC103866264 LOC108851815
LOC103866265 LOC108855818
LOC103866266 LOC108851511
LOC103866267 LOC108849287
LOC103866268 LOC108848373
LOC103866269 LOC108852710
LOC103866271 LOC108825415
LOC103866272 LOC108842077
LOC103866273 LOC108842857
LOC103866274 LOC108851846
LOC103866275 LOC108849225
LOC103866278 LOC108853405
LOC103866279 LOC108852699
LOC103866280 LOC108855185
LOC103866281 LOC108855794
LOC103866282 LOC108852180
LOC103866283 LOC108851539
LOC103866285 LOC108855551
LOC103866286 LOC108855549
LOC103866287 LOC108848504
LOC103866288 LOC108849481
LOC103866289 LOC108842858
LOC103866290 LOC108855791
LOC103866291 LOC108849190
LOC103866292 LOC108853508
LOC103866293 LOC108852378
LOC103866294 LOC108852570
LOC103866295 LOC108851844
LOC103866296 LOC108848630
LOC103866297 LOC108855572
LOC103866298 LOC108855574
LOC103866300 LOC108836484
LOC103866304 LOC108852336
LOC103866305 LOC108849233
LOC103866306 LOC108849189
LOC103866307 LOC108854133
LOC103866308 LOC108828447
LOC103866309 LOC108849227
LOC103866310 LOC108849228
LOC103866312 LOC108835115
LOC103866313 LOC108852592
LOC103866314 LOC108853699
LOC103866316 LOC108852753
LOC103866317 LOC108816528
LOC103866318 LOC108855321
LOC103866320 LOC108852762
LOC103866325 LOC108810381
LOC103866326 LOC108842032
LOC103866327 LOC108850880
LOC103866328 LOC108842030
LOC103866329 LOC108842029
LOC103866330 LOC108839895
LOC103866331 LOC108806155
LOC103866332 LOC108811616
LOC103866333 LOC108841897
LOC103866334 LOC108811615
LOC103866335 LOC108806808
LOC103866336 LOC108812936
LOC103866337 LOC108813060
LOC103866338 LOC108812989
LOC103866339 LOC108812988
LOC103866340 LOC108807083
LOC103866341 LOC108810360
LOC103866342 LOC108811141
LOC103866343 LOC108813404
LOC103866345 LOC108813444
LOC103866347 LOC108813443
LOC103866348 LOC108807011
LOC103866350 LOC108812129
LOC103866351 LOC108812130
LOC103866352 LOC108812128
LOC103866353 LOC108812131
LOC103866354 LOC108813502
LOC103866355 LOC108840795
LOC103866356 LOC108810358
LOC103866359 LOC108813863
LOC103866360 LOC108812525
LOC103866361 LOC108812526
LOC103866362 LOC108806432
LOC103866363 LOC108805764
LOC103866364 LOC108805765
LOC103866366 LOC108842079
LOC103866368 LOC108805766
LOC103866369 LOC108811529
LOC103866371 LOC108811530
LOC103866372 LOC108811528
LOC103866373 LOC108806372
LOC103866374 LOC108823448
LOC103866375 LOC108809571
LOC103866376 LOC108813671
LOC103866377 LOC108813670
LOC103866378 LOC108807367
LOC103866379 LOC108849282
LOC103866381 LOC108808876
LOC103866382 LOC108805907
LOC103866384 LOC108842536
LOC103866385 LOC108854496
LOC103866386 LOC108806524
LOC103866387 LOC108806525
LOC103866388 LOC108806543
LOC103866389 LOC108813050
LOC103866390 LOC108809968
LOC103866393 LOC108808874
LOC103866394 LOC108842537
LOC103866395 LOC108806626
LOC103866396 LOC108813398
LOC103866397 LOC108810696
LOC103866398 LOC108811262
LOC103866399 LOC108813632
LOC103866400 LOC108813634
LOC103866403 LOC108842441
LOC103866404 LOC108809923
LOC103866405 LOC108806680
LOC103866406 LOC108812560
LOC103866407 LOC108812561
LOC103866408 LOC108812558
LOC103866411 LOC108809308
LOC103866412 LOC108813785
LOC103866413 LOC108805877
LOC103866414 LOC108808869
LOC103866415 LOC108813602
LOC103866417 LOC108806304
LOC103866418 LOC108811251
LOC103866419 LOC108817839
LOC103866420 LOC108811255
LOC103866421 LOC108811252
LOC103866422 LOC108811253
LOC103866423 LOC108806753
LOC103866424 LOC108810150
LOC103866425 LOC108809175
LOC103866426 LOC108809874
LOC103866428 LOC108843693
LOC103866429 LOC108806556
LOC103866430 LOC108811465
LOC103866431 LOC108812714
LOC103866432 LOC108807065
LOC103866433 LOC108806374
LOC103866434 LOC108811694
LOC103866436 LOC108807290
LOC103866437 LOC108806751
LOC103866438 LOC108812574
LOC103866439 LOC108810407
LOC103866440 LOC108812572
LOC103866441 LOC108812573
LOC103866442 LOC108809074
LOC103866443 LOC108806347
LOC103866444 LOC108809274
LOC103866445 LOC108807216
LOC103866447 LOC108809422
LOC103866448 LOC108805810
LOC103866449 LOC108813175
LOC103866451 LOC108813176
LOC103866453 LOC108819468
LOC103866455 LOC108810264
LOC103866456 LOC108810265
LOC103866457 LOC108810268
LOC103866458 LOC108810267
LOC103866460 LOC108812209
LOC103866461 LOC108812179
LOC103866462 LOC108842618
LOC103866463 LOC108842375
LOC103866465 LOC108812181
LOC103866466 LOC108810126
LOC103866468 LOC108813068
LOC103866469 LOC108813069
LOC103866470 LOC108809650
LOC103866472 LOC108813251
LOC103866473 LOC108813250
LOC103866474 LOC108813252
LOC103866475 LOC108813808
LOC103866476 LOC108811201
LOC103866477 LOC108813017
LOC103866478 LOC108813742
LOC103866479 LOC108813773
LOC103866481 LOC108810418
LOC103866482 LOC108810512
LOC103866484 LOC108806440
LOC103866485 LOC108813862
LOC103866486 LOC108807015
LOC103866487 LOC108808863
LOC103866488 LOC108813350
LOC103866489 LOC108813351
LOC103866491 LOC108809664
LOC103866492 LOC108838248
LOC103866493 LOC108810631
LOC103866494 LOC108809020
LOC103866495 LOC108806234
LOC103866496 LOC108809833
LOC103866497 LOC108806847
LOC103866498 LOC108821749
LOC103866499 LOC108810246
LOC103866502 LOC108806831
LOC103866506 LOC108810433
LOC103866507 LOC108810317
LOC103866508 LOC108806201
LOC103866509 LOC108809980
LOC103866510 LOC108812697
LOC103866511 LOC108813682
LOC103866512 LOC108813681
LOC103866513 LOC108807056
LOC103866515 LOC108813779
LOC103866516 LOC108807377
LOC103866517 LOC108805629
LOC103866518 LOC108809575
LOC103866519 LOC108805698
LOC103866520 LOC108841046
LOC103866521 LOC108812099
LOC103866522 LOC108858042
LOC103866523 LOC108812098
LOC103866524 LOC108812235
LOC103866525 LOC108810385
LOC103866526 LOC108813702
LOC103866527 LOC108813703
LOC103866528 LOC108806624
LOC103866529 LOC108809238
LOC103866531 LOC108807429
LOC103866533 LOC108813012
LOC103866535 LOC108811979
LOC103866536 LOC108811976
LOC103866537 LOC108809652
LOC103866539 LOC108810601
LOC103866540 LOC108810458
LOC103866541 LOC108842745
LOC103866543 LOC108808851
LOC103866548 LOC108811588
LOC103866550 LOC108809076
LOC103866553 LOC108842744
LOC103866555 LOC108811721
LOC103866556 LOC108811720
LOC103866558 LOC108811719
LOC103866559 LOC108811718
LOC103866561 LOC108841595
LOC103866562 LOC108836639
LOC103866563 LOC108811716
LOC103866564 LOC108842743
LOC103866565 LOC108811714
LOC103866566 LOC108811715
LOC103866568 LOC108812864
LOC103866569 LOC108812863
LOC103866570 LOC108856921
LOC103866572 LOC108805618
LOC103866573 LOC108810604
LOC103866575 LOC108813326
LOC103866576 LOC108813327
LOC103866577 LOC108805820
LOC103866578 LOC108808846
LOC103866579 LOC108819980
LOC103866580 LOC108805844
LOC103866582 LOC108856414
LOC103866584 LOC108812712
LOC103866585 LOC108812407
LOC103866586 LOC108812406
LOC103866587 LOC108813078
LOC103866588 LOC108808844
LOC103866589 LOC108837781
LOC103866590 LOC108819971
LOC103866592 LOC108812834
LOC103866593 LOC108805687
LOC103866594 LOC108810577
LOC103866595 LOC108808843
LOC103866596 LOC108813179
LOC103866599 LOC108810910
LOC103866601 LOC108810296
LOC103866602 LOC108811504
LOC103866603 LOC108811503
LOC103866604 LOC108811502
LOC103866605 LOC108809825
LOC103866606 LOC108806459
LOC103866608 LOC108806839
LOC103866609 LOC108806323
LOC103866611 LOC108809506
LOC103866612 LOC108807274
LOC103866613 LOC108810711
LOC103866614 LOC108806186
LOC103866615 LOC108839984
LOC103866616 LOC108806185
LOC103866617 LOC108812870
LOC103866618 LOC108812868
LOC103866619 LOC108809102
LOC103866620 LOC108807120
LOC103866621 LOC108808917
LOC103866622 LOC108806883
LOC103866623 LOC108813416
LOC103866625 LOC108813417
LOC103866626 LOC108808842
LOC103866627 LOC108810279
LOC103866629 LOC108807292
LOC103866630 LOC108807293
LOC103866631 LOC108807419
LOC103866632 LOC108809316
LOC103866633 LOC108805622
LOC103866636 LOC108810651
LOC103866637 LOC108806193
LOC103866638 LOC108808935
LOC103866640 LOC108860309
LOC103866643 LOC108839602
LOC103866644 LOC108808837
LOC103866645 LOC108808940
LOC103866646 LOC108808929
LOC103866647 LOC108808836
LOC103866648 LOC108808938
LOC103866649 LOC108808928
LOC103866650 LOC108808926
LOC103866651 LOC108840582
LOC103866652 LOC108806423
LOC103866654 LOC108841597
LOC103866655 LOC108810953
LOC103866656 LOC108837712
LOC103866657 LOC108809901
LOC103866658 LOC108839601
LOC103866660 LOC108807406
LOC103866661 LOC108854348
LOC103866663 LOC108809894
LOC103866664 LOC108806466
LOC103866665 LOC108811591
LOC103866666 LOC108839287
LOC103866667 LOC108834712
LOC103866668 LOC108809623
LOC103866669 LOC108812882
LOC103866670 LOC108813512
LOC103866671 LOC108808835
LOC103866672 LOC108837031
LOC103866674 LOC108812811
LOC103866677 LOC108805744
LOC103866678 LOC108806411
LOC103866679 LOC108812648
LOC103866680 LOC108812644
LOC103866681 LOC108812646
LOC103866682 LOC108827136
LOC103866683 LOC108812647
LOC103866685 LOC108834049
LOC103866686 LOC108834050
LOC103866687 LOC108812262
LOC103866688 LOC108812260
LOC103866689 LOC108834440
LOC103866690 LOC108809802
LOC103866691 LOC108813599
LOC103866692 LOC108841529
LOC103866693 LOC108809137
LOC103866694 LOC108806226
LOC103866695 LOC108806403
LOC103866696 LOC108807360
LOC103866697 LOC108806576
LOC103866698 LOC108806244
LOC103866699 LOC108807126
LOC103866701 LOC108852900
LOC103866703 LOC108809475
LOC103866705 LOC108807401
LOC103866707 LOC108805694
LOC103866708 LOC108805797
LOC103866709 LOC108807178
LOC103866710 LOC108806463
LOC103866711 LOC108813811
LOC103866712 LOC108842887
LOC103866714 LOC108811831
LOC103866715 LOC108811832
LOC103866716 LOC108813133
LOC103866717 LOC108813134
LOC103866718 LOC108813131
LOC103866719 LOC108811046
LOC103866720 LOC108809819
LOC103866722 LOC108813260
LOC103866723 LOC108807075
LOC103866724 LOC108809670
LOC103866725 LOC108838478
LOC103866726 LOC108808831
LOC103866727 LOC108838791
LOC103866729 LOC108817711
LOC103866732 LOC108812217
LOC103866733 LOC108838642
LOC103866735 LOC108808814
LOC103866737 LOC108812760
LOC103866738 LOC108812759
LOC103866739 LOC108817721
LOC103866740 LOC108809045
LOC103866741 LOC108812684
LOC103866742 LOC108812686
LOC103866744 LOC108812685
LOC103866746 LOC108812359
LOC103866747 LOC108806958
LOC103866750 LOC108808976
LOC103866751 LOC108806311
LOC103866753 LOC108811114
LOC103866756 LOC108806252
LOC103866757 LOC108806251
LOC103866758 LOC108812194
LOC103866759 LOC108812195
LOC103866760 LOC108842147
LOC103866761 LOC108812193
LOC103866762 LOC108809902
LOC103866763 LOC108813008
LOC103866764 LOC108813005
LOC103866765 LOC108830618
LOC103866766 LOC108812967
LOC103866767 LOC108813801
LOC103866768 LOC108813802
LOC103866769 LOC108813590
LOC103866770 LOC108813589
LOC103866771 LOC108832868
LOC103866772 LOC108832871
LOC103866773 LOC108812182
LOC103866774 LOC108812183
LOC103866775 LOC108842148
LOC103866776 LOC108812184
LOC103866777 LOC108806142
LOC103866778 LOC108806141
LOC103866780 LOC108852240
LOC103866781 LOC108808811
LOC103866782 LOC108813860
LOC103866783 LOC108806442
LOC103866784 LOC108806826
LOC103866785 LOC108826411
LOC103866787 LOC108811574
LOC103866788 LOC108810676
LOC103866789 LOC108809441
LOC103866792 LOC108805696
LOC103866793 LOC108835758
LOC103866794 LOC108835759
LOC103866795 LOC108826401
LOC103866796 LOC108806211
LOC103866798 LOC108861285
LOC103866801 LOC108808805
LOC103866802 LOC108806514
LOC103866804 LOC108813391
LOC103866805 LOC108809356
LOC103866806 LOC108813213
LOC103866808 LOC108842804
LOC103866810 LOC108807378
LOC103866811 LOC108810691
LOC103866812 LOC108810744
LOC103866813 LOC108806366
LOC103866814 LOC108806367
LOC103866815 LOC108811203
LOC103866817 LOC108809031
LOC103866818 LOC108812632
LOC103866820 LOC108812633
LOC103866821 LOC108812631
LOC103866822 LOC108809007
LOC103866823 LOC108805979
LOC103866824 LOC108809071
LOC103866825 LOC108835506
LOC103866826 LOC108835507
LOC103866828 LOC108809112
LOC103866829 LOC108808803
LOC103866830 LOC108828127
LOC103866831 LOC108807085
LOC103866833 LOC108806154
LOC103866834 LOC108809635
LOC103866835 LOC108809721
LOC103866837 LOC108834649
LOC103866838 LOC108835698
LOC103866839 LOC108827096
LOC103866841 LOC108809108
LOC103866842 LOC108812839
LOC103866843 LOC108807312
LOC103866844 LOC108809248
LOC103866848 LOC108834707
LOC103866850 LOC108806959
LOC103866851 LOC108811908
LOC103866852 LOC108811910
LOC103866853 LOC108811909
LOC103866854 LOC108812278
LOC103866855 LOC108812279
LOC103866856 LOC108843662
LOC103866857 LOC108813219
